Timestamp: 2021-11-03 19:12:17.761657 | ProcessId: validator_4 | Action: Initial configuration | Object: {'nvalidators': 7, 'nfaulty': 2, 'nclients': 6, 'nclientops': 9, 'sleeptime': 1, 'clienttimeout': 10, 'delta': 4, 'window_size': 5, 'exclude_size': 3, 'failure_config': FailureConfig(failures=[Failure(src='_', dest='leader', msg_type=<MsgType.Vote: 4>, round=2, prob=1, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None), Failure(src='_', dest='_', msg_type=<MsgType.Timeout: 3>, round=2, prob=0.25, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None)], seed=637713655)} |
Timestamp: 2021-11-03 19:12:51.021599 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_3 | Msg: {'vote_info': {'id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'round': 17, 'parent_id': [48, 102, 52, 97, 48, 55, 52, 52, 55, 51, 48, 99, 52, 57, 52, 102, 101, 102, 52, 49, 54, 56, 100, 53, 55, 48, 100, 52, 97, 100, 100, 48, 99, 52, 49, 57, 101, 99, 54, 97, 53, 50, 98, 56, 51, 102, 97, 97, 56, 55, 97, 57, 49, 99, 55, 98, 56, 52, 51, 56, 97, 48, 54, 97], 'parent_round': 16, 'exec_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51]}, 'ledger_commit_info': {'commit_state_id': [48, 48, 56, 55, 98, 54, 102, 99, 55, 53, 98, 102, 57, 50, 100, 53, 49, 99, 101, 57, 99, 55, 56, 99, 98, 55, 99, 57, 56, 54, 55, 102, 55, 97, 57, 56, 98, 51, 49, 53, 99, 49, 97, 48, 53, 57, 48, 102, 53, 102, 102, 50, 52, 97, 53, 54, 52, 52, 49, 57, 98, 100, 48, 99], 'vote_info_hash': [49, 55, 57, 52, 99, 53, 53, 51, 51, 54, 97, 54, 49, 49, 50, 97, 53, 52, 53, 48, 53, 55, 53, 50, 52, 55, 52, 49, 101, 97, 54, 48, 57, 48, 102, 52, 52, 50, 53, 50, 55, 49, 56, 54, 100, 101, 55, 55, 51, 50, 53, 56, 49, 99, 50, 50, 99, 49, 48, 53, 101, 57, 48, 101]}, 'high_commit_qc': {'vote_info': {'id': [48, 102, 52, 97, 48, 55, 52, 52, 55, 51, 48, 99, 52, 57, 52, 102, 101, 102, 52, 49, 54, 56, 100, 53, 55, 48, 100, 52, 97, 100, 100, 48, 99, 52, 49, 57, 101, 99, 54, 97, 53, 50, 98, 56, 51, 102, 97, 97, 56, 55, 97, 57, 49, 99, 55, 98, 56, 52, 51, 56, 97, 48, 54, 97], 'round': 16, 'parent_id': [99, 100, 50, 102, 52, 100, 101, 102, 50, 57, 99, 49, 50, 50, 99, 51, 48, 100, 51, 99, 55, 49, 55, 57, 48, 101, 50, 48, 50, 51, 56, 54, 98, 55, 102, 57, 97, 55, 52, 102, 56, 50, 101, 51, 51, 49, 52, 56, 53, 55, 97, 52, 48, 97, 99, 55, 52, 100, 102, 52, 51, 101, 102, 100], 'parent_round': 15, 'exec_state_id': [48, 48, 56, 55, 98, 54, 102, 99, 55, 53, 98, 102, 57, 50, 100, 53, 49, 99, 101, 57, 99, 55, 56, 99, 98, 55, 99, 57, 56, 54, 55, 102, 55, 97, 57, 56, 98, 51, 49, 53, 99, 49, 97, 48, 53, 57, 48, 102, 53, 102, 102, 50, 52, 97, 53, 54, 52, 52, 49, 57, 98, 100, 48, 99]}, 'ledger_commit_info': {'commit_state_id': [56, 102, 57, 56, 55, 49, 97, 52, 54, 57, 101, 54, 48, 101, 55, 48, 102, 54, 48, 100, 101, 56, 54, 99, 100, 51, 48, 51, 97, 97, 56, 100, 57, 48, 100, 97, 99, 100, 101, 56, 97, 53, 99, 101, 99, 97, 54, 55, 53, 48, 55, 99, 97, 57, 98, 54, 101, 99, 102, 51, 50, 97, 100, 48], 'vote_info_hash': [51, 53, 98, 48, 97, 51, 52, 54, 57, 97, 99, 49, 50, 52, 48, 50, 52, 57, 54, 49, 51, 53, 98, 102, 51, 51, 48, 53, 102, 54, 99, 51, 97, 56, 52, 57, 100, 53, 101, 53, 49, 100, 53, 102, 56, 50, 52, 102, 53, 52, 100, 99, 98, 55, 99, 48, 54, 97, 56, 55, 50, 55, 53, 51]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 2, 'signers': [5, 1, 4, 3, 0], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.036542 | ProcessId: validator_4 | Event: Received | MsgType: Proposal | From: validator_3 | Msg: {'block': {'author': 3, 'round': 18, 'payload': [{'req_id': '1_2', 'command': '1-2', 'client': [7195121133307942633162770, 1, {}, '', '', '127.0.0.1', [11443, 39113]]}], 'qc': {'vote_info': {'id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'round': 17, 'parent_id': [48, 102, 52, 97, 48, 55, 52, 52, 55, 51, 48, 99, 52, 57, 52, 102, 101, 102, 52, 49, 54, 56, 100, 53, 55, 48, 100, 52, 97, 100, 100, 48, 99, 52, 49, 57, 101, 99, 54, 97, 53, 50, 98, 56, 51, 102, 97, 97, 56, 55, 97, 57, 49, 99, 55, 98, 56, 52, 51, 56, 97, 48, 54, 97], 'parent_round': 16, 'exec_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51]}, 'ledger_commit_info': {'commit_state_id': [48, 48, 56, 55, 98, 54, 102, 99, 55, 53, 98, 102, 57, 50, 100, 53, 49, 99, 101, 57, 99, 55, 56, 99, 98, 55, 99, 57, 56, 54, 55, 102, 55, 97, 57, 56, 98, 51, 49, 53, 99, 49, 97, 48, 53, 57, 48, 102, 53, 102, 102, 50, 52, 97, 53, 54, 52, 52, 49, 57, 98, 100, 48, 99], 'vote_info_hash': [49, 55, 57, 52, 99, 53, 53, 51, 51, 54, 97, 54, 49, 49, 50, 97, 53, 52, 53, 48, 53, 55, 53, 50, 52, 55, 52, 49, 101, 97, 54, 48, 57, 48, 102, 52, 52, 50, 53, 50, 55, 49, 56, 54, 100, 101, 55, 55, 51, 50, 53, 56, 49, 99, 50, 50, 99, 49, 48, 53, 101, 57, 48, 101]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 3, 'signers': [2, 0, 1, 3, 5], 'author_signature': {}}, 'id': [52, 102, 97, 54, 55, 102, 49, 55, 101, 99, 102, 52, 52, 101, 49, 55, 101, 98, 97, 52, 102, 48, 50, 48, 50, 97, 97, 53, 50, 102, 53, 56, 101, 99, 48, 49, 99, 55, 56, 98, 53, 51, 53, 55, 56, 98, 49, 55, 99, 101, 97, 50, 102, 50, 49, 50, 54, 54, 100, 49, 100, 55, 102, 56], 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': {'vote_info': {'id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'round': 17, 'parent_id': [48, 102, 52, 97, 48, 55, 52, 52, 55, 51, 48, 99, 52, 57, 52, 102, 101, 102, 52, 49, 54, 56, 100, 53, 55, 48, 100, 52, 97, 100, 100, 48, 99, 52, 49, 57, 101, 99, 54, 97, 53, 50, 98, 56, 51, 102, 97, 97, 56, 55, 97, 57, 49, 99, 55, 98, 56, 52, 51, 56, 97, 48, 54, 97], 'parent_round': 16, 'exec_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51]}, 'ledger_commit_info': {'commit_state_id': [48, 48, 56, 55, 98, 54, 102, 99, 55, 53, 98, 102, 57, 50, 100, 53, 49, 99, 101, 57, 99, 55, 56, 99, 98, 55, 99, 57, 56, 54, 55, 102, 55, 97, 57, 56, 98, 51, 49, 53, 99, 49, 97, 48, 53, 57, 48, 102, 53, 102, 102, 50, 52, 97, 53, 54, 52, 52, 49, 57, 98, 100, 48, 99], 'vote_info_hash': [49, 55, 57, 52, 99, 53, 53, 51, 51, 54, 97, 54, 49, 49, 50, 97, 53, 52, 53, 48, 53, 55, 53, 50, 52, 55, 52, 49, 101, 97, 54, 48, 57, 48, 102, 52, 52, 50, 53, 50, 55, 49, 56, 54, 100, 101, 55, 55, 51, 50, 53, 56, 49, 99, 50, 50, 99, 49, 48, 53, 101, 57, 48, 101]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 3, 'signers': [2, 0, 1, 3, 5], 'author_signature': {}}, 'sender': 3, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.037466 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.037740 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'0f4a0744730c494fef4168d570d4add0c419ec6a52b83faa87a91c7b8438a06a'] |
Timestamp: 2021-11-03 19:12:51.038378 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_4 | Msg: {'req_id': '4_5', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.038978 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 18 |
Timestamp: 2021-11-03 19:12:51.040476 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_5 | Msg: {'vote_info': {'id': [52, 102, 97, 54, 55, 102, 49, 55, 101, 99, 102, 52, 52, 101, 49, 55, 101, 98, 97, 52, 102, 48, 50, 48, 50, 97, 97, 53, 50, 102, 53, 56, 101, 99, 48, 49, 99, 55, 56, 98, 53, 51, 53, 55, 56, 98, 49, 55, 99, 101, 97, 50, 102, 50, 49, 50, 54, 54, 100, 49, 100, 55, 102, 56], 'round': 18, 'parent_id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'parent_round': 17, 'exec_state_id': [102, 99, 97, 48, 51, 56, 102, 98, 54, 55, 102, 48, 54, 100, 55, 57, 100, 99, 54, 54, 53, 102, 48, 98, 57, 97, 56, 97, 54, 48, 51, 100, 54, 53, 98, 97, 54, 97, 49, 51, 97, 52, 57, 53, 100, 100, 51, 50, 98, 98, 57, 49, 48, 48, 98, 51, 51, 98, 52, 99, 97, 56, 99, 97]}, 'ledger_commit_info': {'commit_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51], 'vote_info_hash': [99, 49, 51, 57, 57, 101, 102, 51, 97, 54, 51, 53, 99, 101, 102, 53, 49, 101, 102, 97, 99, 98, 52, 54, 97, 48, 102, 48, 101, 101, 48, 97, 54, 99, 49, 52, 100, 54, 51, 101, 50, 97, 50, 101, 55, 100, 49, 102, 52, 98, 101, 100, 54, 101, 52, 53, 57, 50, 48, 101, 52, 101, 97, 97]}, 'high_commit_qc': {'vote_info': {'id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'round': 17, 'parent_id': [48, 102, 52, 97, 48, 55, 52, 52, 55, 51, 48, 99, 52, 57, 52, 102, 101, 102, 52, 49, 54, 56, 100, 53, 55, 48, 100, 52, 97, 100, 100, 48, 99, 52, 49, 57, 101, 99, 54, 97, 53, 50, 98, 56, 51, 102, 97, 97, 56, 55, 97, 57, 49, 99, 55, 98, 56, 52, 51, 56, 97, 48, 54, 97], 'parent_round': 16, 'exec_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51]}, 'ledger_commit_info': {'commit_state_id': [48, 48, 56, 55, 98, 54, 102, 99, 55, 53, 98, 102, 57, 50, 100, 53, 49, 99, 101, 57, 99, 55, 56, 99, 98, 55, 99, 57, 56, 54, 55, 102, 55, 97, 57, 56, 98, 51, 49, 53, 99, 49, 97, 48, 53, 57, 48, 102, 53, 102, 102, 50, 52, 97, 53, 54, 52, 52, 49, 57, 98, 100, 48, 99], 'vote_info_hash': [49, 55, 57, 52, 99, 53, 53, 51, 51, 54, 97, 54, 49, 49, 50, 97, 53, 52, 53, 48, 53, 55, 53, 50, 52, 55, 52, 49, 101, 97, 54, 48, 57, 48, 102, 52, 52, 50, 53, 50, 55, 49, 56, 54, 100, 101, 55, 55, 51, 50, 53, 56, 49, 99, 50, 50, 99, 49, 48, 53, 101, 57, 48, 101]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 3, 'signers': [2, 0, 1, 3, 5], 'author_signature': {}}, 'sender': 4, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.058010 | ProcessId: validator_4 | Event: Received | MsgType: Proposal | From: validator_5 | Msg: {'block': {'author': 5, 'round': 19, 'payload': [{'req_id': '3_1', 'command': '3-1', 'client': [7195121133162807098296337, 1, {}, '', '', '127.0.0.1', [39363, 33824]]}], 'qc': {'vote_info': {'id': [52, 102, 97, 54, 55, 102, 49, 55, 101, 99, 102, 52, 52, 101, 49, 55, 101, 98, 97, 52, 102, 48, 50, 48, 50, 97, 97, 53, 50, 102, 53, 56, 101, 99, 48, 49, 99, 55, 56, 98, 53, 51, 53, 55, 56, 98, 49, 55, 99, 101, 97, 50, 102, 50, 49, 50, 54, 54, 100, 49, 100, 55, 102, 56], 'round': 18, 'parent_id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'parent_round': 17, 'exec_state_id': [102, 99, 97, 48, 51, 56, 102, 98, 54, 55, 102, 48, 54, 100, 55, 57, 100, 99, 54, 54, 53, 102, 48, 98, 57, 97, 56, 97, 54, 48, 51, 100, 54, 53, 98, 97, 54, 97, 49, 51, 97, 52, 57, 53, 100, 100, 51, 50, 98, 98, 57, 49, 48, 48, 98, 51, 51, 98, 52, 99, 97, 56, 99, 97]}, 'ledger_commit_info': {'commit_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51], 'vote_info_hash': [99, 49, 51, 57, 57, 101, 102, 51, 97, 54, 51, 53, 99, 101, 102, 53, 49, 101, 102, 97, 99, 98, 52, 54, 97, 48, 102, 48, 101, 101, 48, 97, 54, 99, 49, 52, 100, 54, 51, 101, 50, 97, 50, 101, 55, 100, 49, 102, 52, 98, 101, 100, 54, 101, 52, 53, 57, 50, 48, 101, 52, 101, 97, 97]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 5, 'signers': [0, 2, 1, 6, 4], 'author_signature': {}}, 'id': [51, 57, 48, 102, 54, 101, 54, 54, 100, 52, 57, 50, 57, 99, 55, 49, 51, 51, 50, 56, 50, 51, 97, 97, 49, 102, 53, 49, 48, 102, 55, 100, 99, 102, 57, 49, 57, 99, 52, 56, 49, 48, 54, 101, 50, 48, 55, 97, 49, 102, 99, 51, 55, 101, 49, 102, 99, 49, 97, 99, 54, 101, 49, 50], 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': {'vote_info': {'id': [52, 102, 97, 54, 55, 102, 49, 55, 101, 99, 102, 52, 52, 101, 49, 55, 101, 98, 97, 52, 102, 48, 50, 48, 50, 97, 97, 53, 50, 102, 53, 56, 101, 99, 48, 49, 99, 55, 56, 98, 53, 51, 53, 55, 56, 98, 49, 55, 99, 101, 97, 50, 102, 50, 49, 50, 54, 54, 100, 49, 100, 55, 102, 56], 'round': 18, 'parent_id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'parent_round': 17, 'exec_state_id': [102, 99, 97, 48, 51, 56, 102, 98, 54, 55, 102, 48, 54, 100, 55, 57, 100, 99, 54, 54, 53, 102, 48, 98, 57, 97, 56, 97, 54, 48, 51, 100, 54, 53, 98, 97, 54, 97, 49, 51, 97, 52, 57, 53, 100, 100, 51, 50, 98, 98, 57, 49, 48, 48, 98, 51, 51, 98, 52, 99, 97, 56, 99, 97]}, 'ledger_commit_info': {'commit_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51], 'vote_info_hash': [99, 49, 51, 57, 57, 101, 102, 51, 97, 54, 51, 53, 99, 101, 102, 53, 49, 101, 102, 97, 99, 98, 52, 54, 97, 48, 102, 48, 101, 101, 48, 97, 54, 99, 49, 52, 100, 54, 51, 101, 50, 97, 50, 101, 55, 100, 49, 102, 52, 98, 101, 100, 54, 101, 52, 53, 57, 50, 48, 101, 52, 101, 97, 97]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 5, 'signers': [0, 2, 1, 6, 4], 'author_signature': {}}, 'sender': 5, 'signature': {}}
Timestamp: 2021-11-03 19:12:51.058853 | ProcessId: validator_4 | Action: Verified ProposalMsg signature | Object: True |
Timestamp: 2021-11-03 19:12:51.059214 | ProcessId: validator_4 | Action: Committed blocks to ledger | Object: [b'2cdc6c622e53e0cf4a0c7534fa8a7393bae89820201b6903d077f5cd190130d3'] |
Timestamp: 2021-11-03 19:12:51.059735 | ProcessId: validator_4 | Event: Sent | MsgType: Response | To: client_4 | Msg: {'req_id': '4_6', 'resp_status': 'success'}
Timestamp: 2021-11-03 19:12:51.060278 | ProcessId: validator_4 | Action: Advancing to round due to QC | Object: 19 |
Timestamp: 2021-11-03 19:12:51.062644 | ProcessId: validator_4 | Event: Sent | MsgType: Vote | To: validator_1 | Msg: {'vote_info': {'id': [51, 57, 48, 102, 54, 101, 54, 54, 100, 52, 57, 50, 57, 99, 55, 49, 51, 51, 50, 56, 50, 51, 97, 97, 49, 102, 53, 49, 48, 102, 55, 100, 99, 102, 57, 49, 57, 99, 52, 56, 49, 48, 54, 101, 50, 48, 55, 97, 49, 102, 99, 51, 55, 101, 49, 102, 99, 49, 97, 99, 54, 101, 49, 50], 'round': 19, 'parent_id': [52, 102, 97, 54, 55, 102, 49, 55, 101, 99, 102, 52, 52, 101, 49, 55, 101, 98, 97, 52, 102, 48, 50, 48, 50, 97, 97, 53, 50, 102, 53, 56, 101, 99, 48, 49, 99, 55, 56, 98, 53, 51, 53, 55, 56, 98, 49, 55, 99, 101, 97, 50, 102, 50, 49, 50, 54, 54, 100, 49, 100, 55, 102, 56], 'parent_round': 18, 'exec_state_id': [101, 100, 51, 100, 57, 97, 54, 100, 56, 56, 50, 51, 52, 99, 98, 97, 97, 50, 51, 99, 101, 49, 100, 53, 53, 55, 56, 49, 48, 98, 101, 52, 54, 50, 101, 100, 57, 57, 100, 53, 50, 48, 57, 51, 50, 55, 101, 57, 100, 53, 98, 57, 56, 54, 102, 98, 50, 49, 51, 51, 100, 54, 97, 99]}, 'ledger_commit_info': {'commit_state_id': [102, 99, 97, 48, 51, 56, 102, 98, 54, 55, 102, 48, 54, 100, 55, 57, 100, 99, 54, 54, 53, 102, 48, 98, 57, 97, 56, 97, 54, 48, 51, 100, 54, 53, 98, 97, 54, 97, 49, 51, 97, 52, 57, 53, 100, 100, 51, 50, 98, 98, 57, 49, 48, 48, 98, 51, 51, 98, 52, 99, 97, 56, 99, 97], 'vote_info_hash': [97, 50, 102, 50, 100, 102, 99, 98, 55, 97, 49, 50, 49, 100, 98, 56, 52, 100, 56, 54, 52, 100, 100, 49, 50, 98, 57, 100, 53, 56, 55, 99, 56, 55, 56, 50, 101, 98, 55, 49, 98, 48, 102, 48, 53, 50, 51, 48, 100, 48, 57, 49, 97, 57, 51, 55, 102, 57, 54, 50, 52, 97, 53, 54]}, 'high_commit_qc': {'vote_info': {'id': [52, 102, 97, 54, 55, 102, 49, 55, 101, 99, 102, 52, 52, 101, 49, 55, 101, 98, 97, 52, 102, 48, 50, 48, 50, 97, 97, 53, 50, 102, 53, 56, 101, 99, 48, 49, 99, 55, 56, 98, 53, 51, 53, 55, 56, 98, 49, 55, 99, 101, 97, 50, 102, 50, 49, 50, 54, 54, 100, 49, 100, 55, 102, 56], 'round': 18, 'parent_id': [50, 99, 100, 99, 54, 99, 54, 50, 50, 101, 53, 51, 101, 48, 99, 102, 52, 97, 48, 99, 55, 53, 51, 52, 102, 97, 56, 97, 55, 51, 57, 51, 98, 97, 101, 56, 57, 56, 50, 48, 50, 48, 49, 98, 54, 57, 48, 51, 100, 48, 55, 55, 102, 53, 99, 100, 49, 57, 48, 49, 51, 48, 100, 51], 'parent_round': 17, 'exec_state_id': [102, 99, 97, 48, 51, 56, 102, 98, 54, 55, 102, 48, 54, 100, 55, 57, 100, 99, 54, 54, 53, 102, 48, 98, 57, 97, 56, 97, 54, 48, 51, 100, 54, 53, 98, 97, 54, 97, 49, 51, 97, 52, 57, 53, 100, 100, 51, 50, 98, 98, 57, 49, 48, 48, 98, 51, 51, 98, 52, 99, 97, 56, 99, 97]}, 'ledger_commit_info': {'commit_state_id': [101, 50, 101, 50, 50, 56, 99, 100, 98, 97, 51, 101, 56, 52, 100, 49, 101, 54, 101, 53, 57, 51, 57, 97, 57, 53, 51, 48, 98, 99, 50, 102, 51, 55, 56, 57, 54, 53, 100, 97, 99, 53, 55, 101, 49, 51, 100, 49, 99, 49, 53, 55, 54, 100, 100, 51, 48, 100, 51, 98, 53, 50, 56, 51], 'vote_info_hash': [99, 49, 51, 57, 57, 101, 102, 51, 97, 54, 51, 53, 99, 101, 102, 53, 49, 101, 102, 97, 99, 98, 52, 54, 97, 48, 102, 48, 101, 101, 48, 97, 54, 99, 49, 52, 100, 54, 51, 101, 50, 97, 50, 101, 55, 100, 49, 102, 52, 98, 101, 100, 54, 101, 52, 53, 57, 50, 48, 101, 52, 101, 97, 97]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 5, 'signers': [0, 2, 1, 6, 4], 'author_signature': {}}, 'sender': 4, 'signature': {}}
